Date,price,ret,mwtrv,atrct,cptrv,etrav,toutv,trfee,totbc,trvou,etrvu,trfus,diffy,mwntd,mwnus,avbls,blchs,hrate,rtrbl,naddu,ntrep,ntrat,ntran,mirev,cptra,mktcp,gld,bond,usd,sp500
2010-09-15,0.0619,-103.92657942329635,0.0,0.0,30.5133684664378,27692.78,39173.55,0.0,4005400.0,51.3151,2492.3502,0.0,0.0,0.0,0.0,6.9472511993254e-05,30.053689,7.087539766999999e-05,0.54437869822485,-106.0,-70.0,-350.0,-20.0,-884.5,-1.88695090439721,-451348.24,0.015510321223019525,0.0,0.0,0.0
2010-09-16,0.15,88.51151144057053,0.0,0.0,36.7106820947,29419.0,45533.51,0.0,4000050.0,0.0,1792.0,0.0,9.708855941426009e-11,0.0,0.0,-0.000349120408281254,-30.053689,-4.31946145518225e-15,1.45562130177515,40.0,58.0,1109.0,-51.0,-102.77999999999997,-0.033195680182789955,352073.24,0.0014908394616595937,-0.013004084423206573,-0.004419438038822899,0.004895425886998843
2010-09-17,0.0609,-90.14021193804042,0.0,0.0,18.368923316,64511.0,81783.0,0.18,4028050.0,442.9866,3929.0,0.010962,-9.708855941426009e-11,0.0,0.0,0.00028719490702199994,0.0,0.0016655718450943203,-1.0,20.0,-7.0,431.0,52.0,63.944999999999936,-0.06101221924,-354699.255,0.0020365010563087272,0.0014268730126000286,-0.0022048024610155717,0.0015526231354565099
2010-09-18,0.062599,2.751612882171406,0.0,0.0,30.2340925164486,39194.76,63683.9096035,0.18,4022350.0,730.655528,2351.6856,0.0108,204.94587675000002,0.0,0.0,-0.0002531355428572919,30.455441,0.001182644238009999,-1.31645569620253,-66.0,-92.0,-311.0,-32.0,-10.654199999999946,0.10758520314721998,-3967.2449999999953,0.004294365373714993,0.0011875075614708177,0.001409184438079846,-0.008457651127819899
2010-09-19,0.06,-4.24047413154649,0.0,0.0,28.4524637541,37079.0,61581.25960352,0.0,4049100.0,0.0,2351.0,0.0,-4.87943907501176e-10,0.0,0.0,0.000103190180838292,-30.455441,-3.1901564723213482e-15,0.31645569620253,10.0,16.0,1072.0,23.0,-42.14080000000001,-0.19698195488722003,15371.940000000002,0.0,0.0,0.0,0.0
2010-09-20,0.0633,5.354076692802989,0.0,0.0,45.3106080581,19532.0,39944.0800001,1e-07,4044500.0,432.5289,1236.0,6.33e-09,4.87943907501176e-10,0.0,0.0,0.0005221613172249999,0.0,-0.001505645249606809,0.0,354.0,281.0,636.0,214.0,-108.66499999999996,-0.704174528302,-14042.940000000002,0.0,0.0,0.0,0.0
2010-09-21,0.0628,-0.7930255675977715,0.0,0.0,52.7772031606872,16484.39,51528.04,1e-07,4066600.0,415.6104,989.0634,6e-09,0.0,0.0,0.0,0.0004775118372325601,30.811819,-0.00018250245449999945,2.7093023255814,256.0,163.0,-481.0,174.0,-38.20499999399999,-0.24033467414462595,12712.48000000001,-0.0010913627525402012,0.0,-0.001225265116836738,0.015964862362413613
2010-09-22,0.06,-4.561051125205218,0.0,0.0,20.2026709074,52468.0,53385.49,0.0,4066600.0,0.0,3306.0,0.0,-4.87943907501176e-10,0.0,0.0,-0.00059288515712456,-30.811819,1.7486012637846216e-15,-2.7093023255814,-154.0,-126.0,1978.0,-112.0,145.7999999939999,0.316242726801626,-11386.48000000001,0.00954790874557238,0.008979266379773698,-0.013267295282623518,-0.0013207133770947953
2010-09-23,0.06281,4.576973424418895,0.0,0.0,36.9513734946,33287.0,48867.6,0.0,4089500.0,197.41183,2091.0,0.0,4.87943907501176e-10,0.0,0.0,-0.000342038424217,0.0,0.003330669794568251,3.0,-214.0,-115.0,558.0,-140.0,104.76300000000003,0.42778798102499993,12865.494999999995,0.0027773509598080027,0.00023521110304832696,-0.0055439765755846415,-0.004415018209116831
2010-09-24,0.0624,-0.6549021090907825,0.0,0.0,65.0990070986222,17665.4,32462.93,0.0,4088700.0,129.7296,1059.924,0.0,0.0,0.0,0.0,-7.349980469947988e-06,31.489266,-0.00200752699946,-2.80263157894737,-132.0,-107.0,-404.0,-57.0,-82.56299999999999,-0.015473886332380005,-11539.494999999995,-0.0003082139028869253,-0.003062068109201385,0.004922588374393585,-0.008442618465404589
2010-09-25,0.06,-3.922071315328113,0.0,0.0,54.9137185619,17937.0,40298.0999999999,0.0,4109450.0,0.0,1117.0,0.0,-4.87943907501176e-10,0.0,0.0,5.219136820694794e-05,-31.489266,1.1188966420050406e-15,0.8026315789473699,103.0,81.0,1309.0,-47.0,-76.55184999999994,-0.017840240197619872,10610.436550000013,0.003615527612509144,0.0023562687621745335,-0.011377255935407444,0.020755878698761485
2010-09-26,0.062206,3.6106895893282864,0.0,0.0,51.2408466194,23224.0,39222.8,0.02,4110750.0,990.132902,1445.0,0.00124412,4.87943907501176e-10,0.0,0.0,0.00013194309741200005,0.0,0.0016425220904588804,1.0,151.0,107.0,639.0,185.0,126.80324999999993,-0.19275448370000015,-9287.436550000013,0.0,0.0,0.0,0.0
2010-09-27,0.06271,0.806946643954598,0.0,0.0,38.8649947846323,29461.01,55063.2350332,0.02,4132150.0,537.80096,1767.6606,0.0012,0.0,0.0,0.0,0.00016034065504296803,31.911544,-0.0010037634997199993,-1.3668122270742402,-300.0,-172.0,-509.0,-36.0,-53.25019999999995,-0.019147422513180024,12482.126500000013,0.0,0.0,0.0,0.0
2010-09-28,0.06,-4.4176362332828845,0.0,0.0,11.7966791502,75030.0,92276.6550332,1.03,4133200.0,0.0,4666.0,0.0640557,-4.87943907501176e-10,0.0,0.0,0.0014297191562770318,-31.911544,3.570060913560269e-15,-0.6331877729257598,39.0,24.0,1974.0,395.0,-136.5575100000001,-0.5877586890698199,-11135.126500000013,0.00970473363820746,0.000705799347027063,0.0030131849539941015,-0.005478265042991838
2010-09-29,0.06192,3.1498667059370877,0.0,0.0,30.502710631,23113.0,36006.74,0.0,4148050.0,895.79664,1431.0,0.0,400.8393088484879,0.0,0.0,-0.0014502138655329998,0.0,-0.0006123789747435708,0.0,-65.0,-133.0,358.0,-640.0,-113.90768999999995,0.667827518113,8855.255999999994,0.0,0.0072642381535325375,-0.007613211969640481,0.0035095451683569254
2010-09-30,0.061999,0.12750266012875322,0.0,0.0,23.355881890905,31255.51,74309.8181211,0.0,4155850.0,358.540217,1875.3306,0.0,0.0,0.0,0.0,-0.000184218875717411,32.749753,0.0009832716561600004,0.5,237.0,205.0,-269.0,7.0,1.4639999999999986,-0.019374301680000094,811.2881500000076,0.002733902067334225,0.0018661073761537513,-0.0023396260948942197,-0.0006571022030326583
2010-10-01,0.06,-3.277369366065841,0.0,0.0,20.4867809516,26603.0,65983.3881210799,0.00776615,4155350.0,0.0,1649.0,0.00048149353385,3.590002961573191e-09,0.0,0.0,0.000592535567450411,-32.749753,2.1800269922600535e-14,-0.5,8.0,21.0,1333.0,136.0,-100.10545000000002,-0.525559780439,-8337.544150000002,0.0005307252105317833,-0.006312119145844224,0.0001266063178242037,-0.0046118452225629315
2010-10-02,0.0614,2.306527293099636,0.0,0.0,1.9591541933,308807.0,403512.377768,0.00776813,4167350.0,423.353,18961.0,0.000476963182,-3.590002961573191e-09,0.0,0.0,-0.00020943979415000017,0.0,-0.0022943005311018005,0.0,-171.0,-183.0,401.0,-100.0,33.575450000000046,0.251918882683,6554.290000000008,0.0023469746170835114,0.004446011769690608,-0.009540236449765796,0.006581857898651915
2010-10-03,0.062,0.972454989199445,0.0,0.0,17.01239122373,36444.07,539563.530001,0.00776625,4175050.0,1443.236,2186.6442,0.000465975,0.0,0.0,0.0,-0.00019759566101655687,33.214387,0.0021631976435800004,1.0901639344262302,24.0,13.0,-276.0,-24.0,0.5304659749999701,0.05258949242705302,2977.8099999999977,0.0,0.0,0.0,0.0
2010-10-04,0.06,-3.278982282299081,0.0,0.0,5.97131960629,102992.0,563662.890000989,0.0,4181200.0,0.0,6490.0,0.0,3.590002961573191e-09,0.0,0.0,-1.296073629444307e-05,-33.214387,3.049990815462422e-14,-1.0901639344262302,-13.0,-7.0,1043.0,-24.0,15.511034025000015,0.11881769427894695,4604.312000000005,0.0,0.0,0.0,0.0
2010-10-05,0.0633,5.354076692802989,0.0,0.0,15.9002036271,47798.0,99404.9500013,1.09e-06,4177550.0,1241.1231,3026.0,6.8997e-08,-3.590002961573191e-09,0.0,0.0,-0.0001340364359059999,0.0,-0.0001311028874905005,0.0,-19.0,1.0,408.0,55.0,93.56849999999997,0.08135135811000005,-12804.412000000011,-0.004091844763533486,0.001166725135267009,0.0074491797045627,-0.0074627212015896
2010-10-06,0.0638,0.7867861200613557,0.0,0.0,10.3835366338855,83304.95,175824.0,1.09e-06,4197450.0,1900.7296,4998.297,6.54e-08,0.0,0.0,0.0,-8.078932957311809e-05,33.591095,0.00137658031866,0.38011695906432985,-50.0,-38.0,-305.0,-1.0,37.92000006539996,0.08365607572686007,17144.309999999998,0.02096323808622243,0.0016311316677178032,-0.011226755666480416,0.017687981619318865
2010-10-07,0.06,-6.140862812864345,0.0,0.0,5.48879994436,141197.0,135369.09,0.0,4205200.0,0.0,12425.0,0.0,3.590002961573191e-09,0.0,0.0,3.922313495211807e-05,-33.591095,-2.1996293675385914e-15,-0.38011695906432985,-36.0,-30.0,1018.0,-64.0,162.99999993460005,0.72556446963314,102260.28999999998,0.008440743139165562,0.0020932674232645608,-0.0030838443970689438,0.0006491399124408249
2010-10-08,0.12001,69.32305104212494,0.0,0.0,6.39538368666,119618.0,164092.5,0.0,4199650.0,20848.1372,14355.0,0.0,-3.590002961573191e-09,0.0,0.0,0.00011650811713500003,0.0,-0.0013110288748978006,-1.0,61.0,42.0,382.0,39.0,236.0765,0.4150034306200001,-76082.09999999998,-0.012912022665335166,-0.002559033617059787,-0.0007080557728791224,0.0006487188031591277
2010-10-09,0.12,-0.008332986130410447,0.0,0.0,5.36342281423547,147294.0,135145.64,0.0,4221450.0,9321.6,14729.4,0.0,0.0,0.0,0.0,3.8520283925911e-05,33.952869,0.001245477431200001,1.5379746835443,-8.0,-9.0,-290.0,19.0,-128.0765,-0.4332668100724202,212598.5,0.010475967867454047,0.0,-0.006459970785526231,0.004314070538969946
2010-10-10,0.12,0.0,0.0,0.0,18.4857503993,44629.0,127348.13,1.09e-06,4221750.0,0.0,5806.0,1.41809e-07,3.590002961573191e-09,0.0,0.0,-0.00030123086881491106,-33.952869,-4.780030538054092e-14,-1.5379746835443,-9.0,-10.0,1011.0,-53.0,283.32500000000005,1.11419242841242,36.0,0.0,0.0,0.0,0.0
2010-10-11,0.099,-19.237189264745602,0.0,0.0,14.8961255922,53705.0,108997.45,0.0,4237700.0,2558.556,5317.0,0.0,59.35811488641002,0.0,0.0,6.219798868400007e-05,0.0,-0.0003145040616522009,0.0,-12.0,-2.0,361.0,13.0,-281.32500000000005,-0.89036142421,-87077.70000000001,0.0,0.0,0.0,0.0
2010-10-12,0.095,-4.124295853404902,0.0,0.0,16.7783404183221,48574.53,95713.93,0.0,4246150.0,3432.92,5828.9436,0.0,0.0,0.0,0.0,3.285076498186991e-05,34.313328,0.0006165193648000004,1.27096774193548,7.0,-11.0,-264.0,-9.0,186.0,0.5003090588630599,-16148.049999999988,0.003909568657657014,0.00487975872454099,0.008582635847803284,0.0008605852510475552
2010-10-13,0.1,5.129329438755059,0.0,0.0,17.6115960619,54510.0,123051.79,0.35,4244050.0,0.0,5724.0,0.03675,-2.670049070729874e-09,0.0,0.0,6.74857072111301e-05,-34.313328,-3.230055112268815e-14,0.7290322580645201,11.0,14.0,990.0,24.0,30.0,-0.013363812203059933,21020.75,-0.002358665499776945,-0.013065981495676861,-0.003927254363553128,0.0023627977913390176
2010-10-14,0.119,17.39533071234378,0.0,0.0,15.1540718582,61040.0,145488.96,0.0,4265000.0,2436.406,7264.0,0.0,2.670049070729874e-09,0.0,0.0,-0.000276889618452,0.0,0.0010960344262323004,-1.0,-50.0,-31.0,333.0,-43.0,92.75,0.6247044917299998,83130.0,0.01661277183042731,0.0018770535778710846,-0.00420182265961544,0.008119702730074693
2010-10-15,0.109,-8.777561088238572,0.0,0.0,23.16104469221,39505.99,228684.56,0.0,4266250.0,592.633,4345.6589,0.0,0.0,0.0,0.0,4.2407738468863915e-05,34.689773,0.0036991161887000006,-0.14689265536723006,86.0,79.0,-244.0,-5.0,-94.25,-0.3010779436197,-38247.5,0.004417576072789048,-0.004463768718024674,-0.0027244438232406965,-0.0006386375948833247
2010-10-16,0.12,9.614386055290236,0.0,0.0,32.8228487998,42958.0,211090.89000109,0.0,4291050.0,0.0,4489.0,0.0,-2.670049070729874e-09,0.0,0.0,-6.813829928086396e-05,-34.689773,-4.6199155612214327e-14,1.14689265536723,18.0,29.0,1141.0,157.0,466.95000000000005,0.03356362516970002,-20872.775000000023,-0.008781854166663617,-0.008037868334254671,0.0036309447918173613,0.00021292451906265215
2010-10-17,0.103,-15.27627545524104,0.0,0.0,36.4481055783,35804.0,204295.32,0.02,4288500.0,1003.941,3688.0,0.00206,2.670049070729874e-09,0.0,0.0,0.000134777496057,0.0,0.0015070473361461986,0.0,112.0,76.0,517.0,32.0,-129.29999999999995,-0.4381379489099997,23320.275000000023,0.0,0.0,0.0,0.0
2010-10-18,0.1024,-0.5842275624228233,0.0,0.0,36.9986932818698,35271.57,269644.67,0.02,4316250.0,2060.5952,3527.157,0.002,0.0,0.0,0.0,0.00013629777143569501,35.062901,-0.0012330387296000007,-0.6746987951807202,617.0,447.0,-431.0,62.0,-39.14800000000014,-0.4176256962267604,-29751.0,0.0,0.0,0.0,0.0
2010-10-19,0.1,-2.3716526617315825,0.0,0.0,21.8361678981,53581.0,278433.5,0.0,4310950.0,0.0,5519.0,0.0,-2.670049070729874e-09,0.0,0.0,0.00021850659726230497,-35.062901,1.870031907102998e-14,-0.3253012048192798,-43.0,-40.0,2088.0,114.0,-99.90200000000004,-0.4433165530132397,-10889.0,0.0019662825400794783,-0.0014251783884955962,0.0007116747300020172,0.003824909040562856
2010-10-20,0.109,8.61776962410521,0.0,0.0,18.880412601,61704.0,200194.237766,0.00776615,4339600.0,4883.963,6726.0,0.00084651035,770.9936499126702,0.0,0.0,-0.00018118382952099998,0.0,0.0082450069007813,0.0,-452.0,-322.0,602.0,-91.0,64.75,0.37042434310000005,41921.40000000002,-0.029308560728081526,0.006869623130776124,0.016421151545700178,-0.012592205656284125
2010-10-21,0.107,-1.8519047767237673,0.0,0.0,15.318476234804,60711.05,138906.02,0.00776615,4333450.0,3208.716,6071.105,0.000776615,0.0,0.0,0.0,0.00019989772714145,35.776469,-0.008546276308899998,0.9677419354838701,-100.0,-107.0,-461.0,-50.0,-339.84922338499996,-0.4246013664531201,-39671.40000000002,0.012211618616371536,0.002593423591974083,-0.01629181053795356,0.009193009691541933
2010-10-22,0.11,2.765153133051035,0.0,0.0,38.6219338846,22526.0,137128.13,0.05,4355950.0,0.0,2456.0,0.0054505,-3.2700882002245635e-09,0.0,0.0,8.234536477355007e-05,-35.776469,2.6499635819021705e-14,-0.9677419354838701,119.0,107.0,1579.0,71.0,18.386223384999994,-0.16249348590688006,41497.10950000002,-0.01799697605038682,-0.009700774050626014,0.005417271083947005,0.0004255319213147172
2010-10-23,0.19,54.65437063680698,0.0,0.0,15.0701984195,62707.0,88862.99,0.0,4356050.0,2612.88,11914.0,0.0,3.2700882002245635e-09,0.0,0.0,-0.0003564365152430001,0.0,0.0038458243389734997,-1.0,-172.0,-129.0,473.0,-150.0,847.113,2.2736925569800004,4323.3904999999795,0.007955610858337167,0.006398884258278677,-0.0024470358015292394,0.0046689388719867
2010-10-24,0.15,-23.638877806423043,0.0,0.0,14.4558584426473,71597.27,154213.65,0.0,4375900.0,3248.4,9307.6451,0.0,0.0,0.0,0.0,9.035865637031597e-05,36.306355,0.0022433975310999985,1.6926829268292698,9.0,6.0,-393.0,79.0,-450.0,-1.36728272566917,177219.5,0.0,0.0,0.0,0.0
2010-10-25,0.18,18.23215567939547,0.0,0.0,17.9033756297,67585.0,160144.65,0.0,4378150.0,0.0,12841.0,0.0,-3.2700882002245635e-09,0.0,0.0,-0.00014781783627031597,-36.306355,1.0998146837692957e-15,-1.6926829268292698,-84.0,-69.0,1358.0,-66.0,953.5,2.3017523138891702,131682.0,0.0,0.0,0.0,0.0
2010-10-26,0.19,5.4067221270275745,0.0,0.0,11.0446521742,95974.0,231666.64,0.0,4398600.0,10365.07,18235.0,0.0,3.2700882002245635e-09,0.0,0.0,0.00022221403450600004,0.0,0.00021365690769890172,0.0,261.0,159.0,569.0,83.0,-285.0,-1.1909096169000004,47667.0,0.0039541962216969465,-0.005923486103377901,-0.0005159293291277117,0.0010580891898171216
2010-10-27,0.19001,0.005263019395451707,0.0,0.0,12.6684323029058,86435.32,154286.85,0.0,4400500.0,5242.94593,16422.7108,0.0,0.0,0.0,0.0,4.6766403390332916e-05,36.754276,0.00032048536159999877,1.66666666666667,-101.0,-69.0,-448.0,-1.0,66.5,0.05372119070465997,361.0,0.0015624421912982564,-0.013638206364507015,0.005083175375897852,0.0010569708203138105
2010-10-28,0.19,-0.005263019395451707,0.0,0.0,13.9296404967,84353.0,198573.54,0.0,4421100.0,0.0,16111.0,0.0,-3.2700882002245635e-09,0.0,0.0,-0.00030715902082333296,-36.754276,5.901529265273098e-15,-1.66666666666667,-33.0,-14.0,1414.0,-102.0,163.75,1.2227228757553403,8335.099999999977,-0.009261400128854493,0.0028866991419366295,0.0038434484568869894,-0.004022446410171609
2010-10-29,0.1919,0.9950330853167877,0.0,0.0,22.5300325334,53262.0,93681.81,0.0,4422750.0,3084.6006,10221.0,0.0,3.2700882002245635e-09,0.0,0.0,2.800572848499997e-05,0.0,0.0026707113464941,0.0,-149.0,-42.0,444.0,-22.0,58.55000000000018,0.37049936202999945,-4107.599999999977,0.012304864601813886,0.0021595689256875975,-0.010088438976702798,0.0006361997881851431
2010-10-30,0.199,3.6330421710838445,0.0,0.0,38.1146015874877,34370.03,61979.37,0.0,4442200.0,9809.904,6530.3057,0.0,942.7150754599998,0.0,0.0,-0.00015439829496325394,37.270332,0.0023329466225999983,0.69047619047619,-150.0,-133.0,-337.0,-18.0,186.19999999999982,0.43202367152353993,43675.30000000005,0.012155293496883612,0.007403018884453521,-0.004077015839882221,0.001059434361196625
2010-10-31,0.19,-4.628075256400632,0.0,0.0,32.07306654,29308.0,73856.13,0.0,4451600.0,0.0,5788.0,0.0,1.799890014808625e-09,0.0,0.0,0.00011113885015225393,-37.270332,1.6202317265623378e-14,-0.69047619047619,0.0,-4.0,1012.0,-62.0,-632.5,-0.5182354327435394,-4806.800000000047,0.0,0.0,0.0,0.0
2010-11-01,0.1955,2.853630726493428,0.0,0.0,32.9926190798,25460.0,65171.14,0.0,4445100.0,3516.0675,4977.0,0.0,-1.799890014808625e-09,0.0,0.0,-0.00013418074436899994,0.0,-0.0021516750422162015,0.0,-24.0,-24.0,283.0,-81.0,-214.29999999999995,0.7025521298499999,9829.0,0.0,0.0,0.0,0.0
2010-11-02,0.275,34.1210718241151,0.0,0.0,38.8111914032775,22931.53,65403.99,0.0,4470050.0,13665.025,4586.306,0.0,0.0,0.0,0.0,-3.398942724090032e-06,37.590619,0.005071805456699999,0.625,67.0,51.0,-208.0,3.0,137.79999999999995,0.3351041793627596,340243.75,-0.005285967817976387,-0.0016668654889288883,0.0036248340551031702,0.001904157985689794
2010-11-03,0.21,-26.966356694910274,0.0,0.0,7.88233384102,121157.0,66479.98,0.0,4467250.0,0.0,28594.0,0.0,1.799890014808625e-09,0.0,0.0,1.4064919734090042e-05,-37.590619,-5.100087019371813e-15,-0.625,19.0,13.0,881.0,53.0,473.8955000000001,0.5107282575572398,-291141.25,0.001103549863695242,0.00854300402194743,-0.00641713432063354,0.008419329884958991
2010-11-04,0.2399,13.311463912818011,0.0,0.0,32.05674307,34158.0,56243.7910879,0.0,4490550.0,6805.4832,8195.0,0.0,-1.799890014808625e-09,0.0,0.0,0.00013307608665299997,0.0,0.002766439340005103,0.0,51.0,69.0,416.0,77.0,373.0095000000001,-0.33398381126999954,139160.44500000007,-0.004790869675741802,-0.011406967793376478,-0.004693008222259739,0.0039744848888539274
2010-11-05,0.29,18.96587531348708,0.0,0.0,31.637330823903,35875.34,121427.3,0.0,4489600.0,8351.71,8610.0816,0.0,0.0,0.0,0.0,0.00010915735392839302,37.871367,-0.002612748265600002,1.01826484018265,-5.0,-27.0,-324.0,26.0,97.0949999999998,-0.32786229395680966,221.0549999999348,0.03320681465003644,0.0031022575888320103,-0.007805109639596428,0.017179352438545344
2010-11-06,0.25,-14.842000511827314,0.0,0.0,25.563347108,48507.0,137435.36,0.0,4513050.0,0.0,24253.0,0.0,1.799890014808625e-09,0.0,0.0,-0.00017213155313539302,-37.871367,4.1099068592842514e-14,-1.01826484018265,-6.0,5.0,1158.0,3.0,3475.9876000000004,7.945743217686809,1179016.4869499998,0.000857265376118367,-0.004776698836415486,0.009893610594534506,0.0018452081093992092
2010-11-07,0.37,39.20420877760237,0.0,0.0,3.60166173221,362333.0,455084.71,0.83,4511800.0,34757.8,134063.0,0.3071,-1.799890014808625e-09,0.0,0.0,0.00026996472226400005,0.0,0.0090677733923589,0.0,97.0,104.0,498.0,53.0,-1371.4876000000004,-4.23677327197,-722508.4869499998,0.0,0.0,0.0,0.0
2010-11-08,0.3368,-9.401372327009849,0.0,0.0,3.32767022625961,416232.05,121502.89,0.83,4538100.0,24843.3784,195629.0635,0.3901,1444.61683287,0.0,0.0,4.108392510136392e-05,38.268479,0.014007437582200001,0.8727272727272699,-35.0,-40.0,-369.0,17.0,1681.3900999999996,2.8232362905469,-5579.9199999999255,0.0,0.0,0.0,0.0
2010-11-09,0.36,6.661474908198395,0.0,0.0,41.6197815156,23186.0,62617.22,0.0,4533950.0,0.0,6184.0,0.0,-4.960384103469551e-09,0.0,0.0,-0.0003432646241283639,-38.268479,-4.970329703368748e-14,6.1272727272727305,-63.0,-49.0,1199.0,-143.0,-3936.2350999999994,-5.6005920037268995,103789.91999999993,0.007257235693568049,0.0004786979507400649,0.008957027495598952,-0.001024695242852802
2010-11-10,0.24,-40.546510810816436,0.0,0.0,48.403336659,23965.0,59839.1,0.0,4559350.0,3077.28,5752.0,0.0,4.960384103469551e-09,0.0,0.0,9.709156813999934e-06,0.0,-0.0018040269337502995,58.0,31.0,20.0,429.0,57.0,210.3449999999998,-0.4289169298400006,-537978.0,-0.007471483150199158,-0.01519016549397512,0.006119773021021212,-0.007202418212048746
